cod,seguradora,roa,roe,giro_ativo,endividamento,endividamento_comp,margem_lucro_bruto,margem_lucro_liquido,imobilizacao_ativo,sinistralidade,taxa_despesas_comercializacao,taxa_despesas_adm,combinado,combinado_ampliado,pmcr,liquidez_geral,liquidez_corrente,beneficiarios,tiquete_medio,ativo_total,ativo_circ,ativo_nao,aplicacoes,conta_corrente_cooperados,contraprestacao_a_receber,contraprestacoes_efetivas1,contraprestacoes_efetivas2,contraprestacoes_liquidas,contribuicao_social,creditos_n_opas,creditos_opas,debitos_diversos,debitos_n_opas,debitos_opas,despesas,despesas_adm,despesas_comercializacao,despesas_de_comercializacao_diferidas,despesas_emp,despesas_financeiras,despesas_patrimoniais,disponível,emprestimos_a_pagar,exigivel_a_longo_prazo,imobilizado,imposto_renda,impostos_diferidos,impostos_participacoes_lucro,intangível,investimentos,neg_recuperacao_outras_despesas_operacionais1,operadoras_pas,outras_despesas,outras_despesas_operacionais1,outras_receitas_operacionais1,outros_creditos_opas1,outros_creditos_opas2,outros_valores_e_bens1,outros_valores_e_bens2,outros_valores_e_bens3,participacoes_resultados,passivo_circ,passivo_nao,passivo_total,patrimonio_liquido,prov_contigencias,prov_opas_lp1,prov_perdas_creditos,prov_tecnicas_opas,provisoes,realizável a longo prazo,receita_adm_pas,receita_sus,receitas,receitas_financeiras,receitas_patrimoniais,resultado_acumulado,sinistros_conhecidos,sinistros_indenizaveis_liquidos,taxas_a_receber,titulos_a_receber,tributos_a_recolher,tributos_diretos_opas,variacao_das_prov_tec,variacao_peona,ativo_nivel,receitas_nivel,despesas_emp_nivel,modalidade
304158,unimed boa vista cooperativa de tr,,,,,1.105680750198919,,,0.47747126616725766,,,,,,,,0.4725855394866339,39,,22.17,11.59,10.59,2.84,,3.75,51.35,,51.23,,0.0,3.75,1.78,1.23,0.17,74.78,16.16,0.02,,4.71,1.68,0.04,0.26,0.42,,6.27,,,,0.07,1.32,,,1.0,8.96,0.01,,,4.5,,,,24.51,4.84,22.17,-7.18,,,0.13,16.59,,2.92,0.12,14.25,67.71,-1.48,3.57,,46.27,46.78,,0.24,4.32,,,0.52,n3,n4,n3,Cooperativa Médica
304212,centro clinico nh ltda.           ,0.08025085726059063,0.2839498408141765,0.5148047735224955,,0.36308286877083185,1.0022194139397482,0.1558860006512428,0.8569180785846402,0.3469190990475387,,0.6513876094063492,,,26.21449185360408,,0.39407510990464634,1709,849.3641778818021,2.82,0.4,2.42,0.2,,0.11,1.53,-0.08,1.53,0.02,0.04,0.11,0.15,0.0,0.0,2.47,0.95,,,0.23,0.17,,0.0,0.09,,2.39,0.03,,0.04,0.02,,,,0.84,0.01,,,,0.04,0.0,,,1.02,1.0,2.82,0.8,,,0.0,0.18,,0.0,,1.35,2.74,-0.09,0.03,,0.51,0.5,,0.01,0.6,-0.08,,-0.01,n2,n2,n1,Medicina de Grupo
304344,unimed pará de minas cooperativa d,0.10776901238953641,0.2558871435058091,1.5185646978883878,0.43675807221549573,0.4326335295640323,0.18944380181364848,0.070967679243033,0.28195387799808985,0.8012081519526276,0.006258255044034068,0.11462240188639392,0.9220888088830556,,41.16097409527828,2.28959706440549,1.659709830455097,20825,2218.385398319328,30.42,21.84,8.58,15.71,0.0,4.38,47.26,-1.06,47.25,0.19,0.33,5.28,0.58,0.6,0.36,45.96,5.3,0.29,,1.31,0.23,0.0,0.31,0.02,0.13,4.0,0.51,,0.76,0.19,0.73,,,2.19,0.58,0.03,0.9,,0.12,0.0,0.0,0.06,13.16,4.45,30.42,12.81,0.22,0.13,0.14,10.69,,3.66,,1.75,50.0,,1.89,,36.56,37.01,,0.09,0.91,-1.06,0.01,0.46,n3,n4,n2,Cooperativa Médica
304395,unimed inconfidentes cooperativa d,0.040716362723801414,0.06430294723564386,1.7324311336510516,0.3591923211599547,0.35533530828025994,0.196322567303159,0.023502442280630677,0.39007208847770436,0.7621548887812879,0.00035836480382153853,0.14078087117625623,0.9032941247613657,,19.74582353826408,2.7840238810525193,1.716485520322212,18146,2927.702397773614,30.67,18.7,11.96,13.41,0.02,2.33,54.37,-1.24,54.37,0.17,0.51,2.91,1.08,0.78,0.0,58.69,7.48,0.02,,2.13,0.42,0.0,0.84,,0.12,10.0,0.45,,0.62,0.95,0.59,,,7.74,1.03,0.04,0.58,,0.5,0.02,0.01,,10.9,0.35,30.67,19.42,0.91,0.12,0.6,8.25,0.23,0.42,,5.54,60.56,,1.78,,40.2,40.49,,0.51,0.53,-1.24,,0.29,n3,n4,n3,Cooperativa Médica
304468,unimed barra do garças - cooperati,0.12275514850549418,0.29999057843676785,1.4044639079481027,0.38781734712396543,0.3877296858817335,0.24132463650466174,0.08740356217828148,0.13751271831668804,0.7750842877822214,0.025521052489095905,0.1074602826897075,0.9080656229610248,0.9225323233963895,6.585518651996919,2.5785334447155375,2.224455111611935,17436,2517.798264510209,31.26,26.96,4.3,19.35,0.0,0.63,44.32,-0.42,44.3,0.31,2.44,0.8,1.16,0.04,0.6,51.09,4.72,1.12,,1.46,0.51,,1.6,,0.0,3.68,0.83,,1.14,,0.18,,,8.58,1.42,0.15,0.17,0.0,0.97,0.05,0.58,,12.12,6.35,31.26,12.79,,0.0,0.72,8.92,0.4,0.44,,9.3,56.07,-0.18,2.76,,33.36,34.03,,1.17,0.99,-0.42,0.02,0.67,n3,n4,n2,Cooperativa Médica
304531,ame-assistência médica a empresas ,,,,0.324150681016005,0.29951213483178313,,,0.8006687925837552,,,,,,,3.084985034940046,0.6655196375539056,18991,,10.11,2.01,8.09,1.0,,0.85,13.62,,13.54,,0.05,0.85,0.82,0.0,0.0,16.88,4.69,,,1.47,0.96,0.07,0.03,0.03,0.25,8.08,,,,,0.01,,,,0.03,0.29,0.0,,0.08,,,,3.03,4.87,10.11,2.21,,0.25,0.13,0.83,0.03,,,1.54,16.43,,0.71,,10.93,10.99,,,1.32,,0.08,0.06,n3,n4,n2,Medicina de Grupo
304701,unimed curitiba - sociedade cooper,0.2295354577778934,0.746991008673344,1.7167828350122154,,0.4644708604220627,0.1727710666926384,0.13370092774504014,0.2156409060858542,0.8554937096679852,0.03385657165386769,0.08878788717470014,0.978138168496553,0.9820910376253381,12.722989661342126,,1.688715397993756,505342,3357.29112771153,988.23,775.13,213.1,599.78,1.7,47.04,1704.86,-8.28,1704.86,7.36,64.97,59.96,10.41,68.98,14.1,1652.96,150.64,57.44,7.95,42.52,3.92,8.09,6.4,0.0,,30.47,19.43,,26.79,7.69,62.5,-204.21,0.0,74.11,93.39,4.22,10.03,2.89,16.18,0.51,0.02,,459.01,225.56,988.23,303.66,0.11,,18.06,302.15,33.12,112.45,,122.06,1906.59,-2.91,86.22,,1449.25,1451.41,,19.37,28.54,-8.28,,2.17,n4,n6,n5,Cooperativa Médica
304883,unimed de botucatu cooperativa de ,0.11653558594915617,0.2755717679547654,1.07364329466961,0.2805229703385726,0.2798740500508873,0.2783048931998951,0.10854218205220331,0.7183691467805126,0.7730597958366046,0.00037733387497618085,0.18248375589236163,0.9559208856039425,,4.425127691442342,3.564770467078209,1.0062771206129355,41429,2258.74638996838,87.16,24.55,62.61,12.23,,0.97,95.14,-1.56,93.99,,2.91,1.15,5.01,1.59,,123.38,17.08,0.04,,5.22,0.8,,0.19,2.79,0.06,47.74,,,0.12,0.02,1.29,,0.18,32.57,0.19,0.36,,,2.73,5.33,0.01,0.12,24.39,25.91,87.16,36.86,,0.06,0.37,12.08,,13.56,1.15,37.38,133.66,,2.1,,71.57,72.34,,0.0,2.93,-1.56,-0.0,0.77,n4,n5,n4,Cooperativa Médica
305227,unimed do oeste do paraná - coop. ,0.09212948269449832,0.25279826129087446,1.8804837998922868,,0.33051046830002107,0.20808467221525342,0.048992436254848594,0.4214244331582369,0.802616868171099,0.00023204379429324446,0.14567317713072936,0.9485220890961217,0.9533628054825304,9.351158908918963,,1.7505514116320238,22751,2320.466014241132,28.07,16.24,11.83,11.63,0.11,1.37,53.54,-0.74,53.54,0.21,0.75,1.37,1.05,0.4,0.1,54.15,7.69,0.01,,2.67,0.15,0.01,0.95,,,3.38,0.55,,0.76,0.1,1.54,-1.03,,1.94,2.82,0.3,,,0.47,0.19,0.08,,9.28,8.56,28.07,10.23,,,0.18,6.27,,6.81,,2.5,57.5,-0.12,1.5,,42.49,42.37,,0.8,1.34,-0.74,,-0.11,n3,n4,n3,Cooperativa Médica
305472,unimed regional sul goias coop. de,0.047443862597342124,0.11505140049374406,1.4200987441755992,0.339598979356761,0.3395461147230562,0.21036884497752747,0.033408847653678055,0.5534273020906924,0.7977896254328082,0.0045110423941552725,0.17150538835645826,0.9738060561834216,0.9966791427067624,13.550870502616887,2.9446496037594505,1.3152048530242952,28299,1949.2636732746741,38.84,17.35,21.5,10.58,,1.85,55.7,-0.54,55.7,0.11,2.41,2.08,2.87,1.18,,80.48,9.46,0.25,,2.74,1.23,0.01,0.25,1.29,0.0,18.81,0.29,,0.4,0.34,0.91,,,25.22,0.04,,0.23,,1.06,0.04,0.02,,13.19,9.64,38.84,16.02,,0.0,0.26,6.71,,1.44,,25.67,82.72,-0.03,1.75,,43.61,44.01,,0.91,1.14,-0.54,0.0,0.4,n3,n4,n3,Cooperativa Médica
305626,prontoclinica e hospitais sao luca,-0.013587797574944141,-0.03956571376226035,1.1188330701130063,0.3913810269276602,0.3289415507926451,0.14824496104591578,-0.012144615615957548,0.6359170349292015,0.8559868718518344,0.002811846863373328,0.25831906463251236,1.1171177833477202,,25.468539515640213,2.555054872869022,1.1068317887888401,13355,1314.893680269562,15.7,5.71,9.98,3.96,,1.17,17.85,-0.29,17.85,0.03,,1.24,0.22,0.12,0.01,20.59,4.54,0.05,,0.66,0.62,0.23,0.37,0.47,0.98,1.58,0.08,,0.12,0.03,5.85,,,0.01,,1.24,0.04,0.02,0.14,0.0,,,5.16,5.14,15.7,5.39,,0.98,0.11,3.92,0.02,2.52,,0.09,20.49,,0.38,-0.7,14.81,15.03,,0.0,0.41,-0.29,,0.22,n3,n4,n1,Medicina de Grupo
305928,nosamed assistência médica ltda.  ,,,2.459366901726555,,0.512208699910905,0.2658186335482803,,0.003758964499746074,0.6917317543975365,0.011892585257778195,0.2199414815656677,0.9235658212209824,,11.975847674726543,,1.9449904612583557,3582,2277.03590731435,3.32,3.3,0.01,2.94,,0.09,8.46,-0.3,8.46,,0.02,0.27,0.1,0.01,,8.16,1.79,0.1,,0.0,0.17,,0.0,0.22,,0.01,,,,,,,,0.39,0.07,0.09,0.18,0.0,0.05,,,,1.7,,3.32,1.62,,,0.01,1.3,,0.01,,0.05,8.68,,0.38,,5.56,5.64,,0.02,0.07,-0.3,,0.08,n2,n3,,Medicina de Grupo
305995,good life saude ltda              ,,,1.2107956561234103,0.712450847525689,0.53004947939303,,,0.3728951306404247,0.6817144402613846,0.07631982648025777,0.2803045198944207,1.0383387866360632,,36.13484984841182,1.403605600965957,1.1831062829788745,14448,979.061444490587,11.68,7.33,4.36,5.05,,1.42,14.45,-0.3,14.45,,,1.42,0.17,,0.26,15.84,3.97,1.08,,0.9,0.51,,0.08,0.12,2.13,2.29,,,,,0.09,,,,0.26,0.0,0.0,,0.7,,,,6.19,2.13,11.68,3.36,,2.13,0.39,4.76,,1.97,,0.11,15.37,,1.12,,9.88,9.64,,0.08,0.89,-0.3,,-0.24,n3,n4,n1,Medicina de Grupo
306045,santa casa de misericórdia de tupã,,,,0.5299647441289553,0.5225455198060628,,,0.6364219456037886,,,,,,,1.8869179715786373,0.6957825502573429,2713,,14.78,5.38,9.41,1.11,,1.13,8.58,,8.58,,1.37,1.13,3.19,,,26.22,7.36,,,4.42,0.34,,0.42,1.6,0.11,8.98,,,,0.43,,,,12.32,,,,,1.34,,,,7.73,7.13,14.78,-0.07,,0.11,-0.0,2.63,0.03,,,17.73,26.67,,0.36,,6.1,6.2,,0.0,0.29,,,0.1,n3,n4,n3,Filantropia
306100,unimed regional de campo mourão co,-0.012876351834380977,-0.02924321657282328,1.7079957831145103,,0.5421198394341231,0.09376876684872937,-0.007538866290934923,0.15186931742967744,0.8963604716630094,0.011481612431006873,0.11099640930045092,1.018838493394467,1.021571633812242,42.14295011353274,,1.5644708436710608,27288,2675.8856651275287,42.75,36.26,6.49,24.96,0.15,8.04,73.79,-0.77,73.79,0.26,0.21,8.55,0.75,0.9,1.61,78.62,8.1,0.84,,3.34,0.1,0.0,0.97,,,3.56,0.7,,0.97,,2.91,,,1.87,2.22,0.65,0.51,,0.49,,0.35,,23.18,0.75,42.75,18.82,0.06,,-0.02,18.51,,0.02,,1.15,79.03,-0.09,3.54,,63.58,65.45,,0.73,1.27,-0.77,,1.87,n3,n4,n3,Cooperativa Médica
306126,unimed de rio claro sp cooperativa,0.09408154174663887,0.19594508875363936,1.9360508720708498,0.37715523073958596,0.36936028331776566,0.19311829774453979,0.048594560764824754,0.5000638116690137,0.8041869671488752,0.003005652489411241,0.11504483708489265,0.922237456723179,0.937368236855236,10.521306660216993,2.651428161394026,1.3535190731399898,38054,2912.1736823986967,57.24,28.62,28.62,12.96,,3.22,113.92,-3.1,113.92,0.05,2.66,3.24,7.17,1.38,1.01,122.65,12.75,0.33,,4.84,1.48,0.01,4.77,0.19,0.45,24.38,0.12,,0.28,0.03,2.51,-0.01,0.0,16.06,2.59,0.05,0.02,,4.46,0.12,,0.1,21.14,8.61,57.24,27.48,,0.45,0.33,7.41,,1.7,,15.76,128.31,-0.31,1.88,,90.97,89.12,,0.41,3.99,-3.1,,-1.85,n4,n5,n3,Cooperativa Médica
306398,unimed - cooperativa de serviços d,0.005149044036876395,0.011455159927113047,1.7887202468102672,0.35521431841795653,0.3436387230070598,0.18569097606741047,0.0028786189713335113,0.5559828661695584,0.7988351134328584,0.006660252357420531,0.1704238524042021,0.9759192181944809,0.9997531898846248,12.689359767823154,2.8152018321045498,1.2921044809647944,155243,2177.1461365729856,188.95,83.9,105.06,48.45,0.08,11.91,340.96,-2.97,341.08,0.57,13.05,11.91,9.04,4.92,0.07,395.89,57.6,2.25,,15.92,6.93,0.02,0.71,2.86,2.19,80.55,1.51,,3.02,4.31,6.27,,,55.12,2.14,2.62,,,7.55,0.09,,0.95,64.93,39.09,188.95,84.93,0.8,2.19,1.04,40.41,,13.92,,49.89,399.89,-1.13,7.7,,267.57,270.0,,2.12,7.55,-2.97,-0.12,2.43,n4,n5,n5,Cooperativa Médica
306444,plasac plano de saúde ltda        ,0.17066884941571595,0.40500229635683344,2.4647757190553796,0.572152705748705,0.463372600924325,,0.06924315591729557,0.1516878856315658,0.7688541997892555,0.005255670593291244,0.14112419697435416,0.9152340673569009,,2.2127739626696,1.747785145386011,1.8307343003799552,9895,4062.9727276402223,16.31,13.84,2.47,13.21,,0.25,41.2,-1.0,41.2,0.4,,0.25,0.47,,0.14,37.61,5.67,0.21,,2.09,0.09,,0.03,,1.77,0.1,1.06,0.02,1.48,0.0,,-0.0,,,0.73,0.0,0.0,,0.33,0.02,,,7.56,1.88,16.31,6.87,,1.77,0.0,6.56,,2.38,,,41.88,,1.67,,30.59,30.91,,0.0,0.39,-1.0,,0.32,n3,n4,n3,Medicina de Grupo
306649,serpram-serv.de prest.de assistênc,-0.11028503624363006,-0.42660270901433894,2.983890138511327,0.6881778295460187,0.5869756747068505,0.16786217800441502,-0.03696015306336032,0.326087120039909,0.8500087339533116,0.01973619094344773,0.1474300056363964,1.0171749305331557,,4.667942319036133,1.4531127814153588,1.1481104055916098,53594,1100.2173885136397,19.76,13.32,6.44,11.88,,0.76,59.84,-0.88,59.84,0.13,0.02,0.76,0.49,,0.06,65.12,8.69,1.16,,2.86,0.91,3.11,0.35,,2.0,0.35,0.33,,0.45,,4.09,,,0.77,,0.08,,,0.03,0.0,,,11.6,3.05,19.76,5.11,,2.0,0.35,10.49,,2.0,,1.82,63.39,,2.52,,49.37,50.12,,0.27,0.56,-0.88,,0.75,n3,n4,n3,Medicina de Grupo
306754,associação dos funcionários do fis,,,,0.2395350912472178,0.23653524063464523,,,0.3680552175891492,,,,,,,4.174753664664217,2.6716728581977316,6616,,18.35,11.59,6.75,6.57,,2.09,24.23,,24.22,,0.12,2.51,0.64,0.02,,29.09,3.37,,,1.73,0.08,,2.12,,0.06,6.56,,,,0.01,0.18,,,4.76,0.33,0.0,0.41,,0.26,0.01,,,4.34,2.28,18.35,11.73,,0.06,0.2,3.41,,0.01,0.01,5.46,30.56,,0.8,,20.34,20.34,,0.0,0.28,,,,n3,n4,n2,Autogestão
306762,unimed regional jau - cooperativa ,0.0969029356736202,0.3850682974515094,0.9627801369475008,,0.2550268942713443,0.36116288675860175,0.10064908067261487,0.38022278202348864,0.7472640672951587,0.0028989359675859927,0.16819683435340835,0.9183598376161531,0.965948470021555,5.331869405275857,,2.4302425818552256,28170,2798.192898473553,81.87,50.74,31.13,41.46,,0.56,81.07,-2.24,81.07,0.43,4.86,1.17,1.92,3.37,0.28,102.17,13.26,0.23,,4.25,3.72,0.0,1.59,,,5.82,1.17,,1.72,0.77,1.31,,0.55,17.96,6.49,0.13,,0.06,1.39,0.03,0.01,0.12,20.88,40.39,81.87,20.6,0.39,,1.23,13.95,,23.23,,26.5,111.82,-0.17,6.45,,58.05,58.9,,0.25,1.36,-2.24,,0.85,n4,n5,n3,Cooperativa Médica
306886,unimed juiz de fora cooperativa de,0.046642126835516384,0.1818599305244778,1.2771832915280796,0.42776515110070457,0.41855509501267885,0.21761666465663224,0.0365195247580413,0.3666982008310721,0.8464476391476168,0.0075017255201625735,0.15141876165420853,1.0053681263219878,,25.11354614910965,2.3377313402619366,1.5130667544490026,116637,2493.7348893575795,227.74,144.23,83.51,99.15,0.34,20.29,298.48,-7.62,298.48,0.88,16.88,20.29,5.11,16.59,,352.73,44.04,2.18,,12.41,0.28,0.0,2.38,4.51,2.1,66.82,2.4,0.04,3.76,1.91,8.76,,,49.1,3.41,0.09,,,1.06,0.52,,0.44,95.32,74.01,227.74,58.41,4.54,2.1,2.98,62.13,0.22,6.01,,67.73,367.12,,8.26,,247.68,246.2,,3.94,6.41,-7.62,,-1.48,n4,n5,n5,Cooperativa Médica
306959,unimed alto uruguai/rs - cooperati,-0.15098017367354485,-0.5267426107941677,1.8280338906572347,,0.522450588864033,0.1730198231352352,-0.0825915615925823,0.2462023723707539,0.909703012800427,0.0025258077323244486,0.23111251767764346,1.1433413382103947,1.1530228693608255,5.66828077072201,,1.4428113274180285,4291,2506.4343975763227,5.88,4.43,1.45,2.68,0.25,0.09,10.84,-0.08,10.84,,0.53,0.17,0.41,0.33,,17.86,2.49,0.03,,0.63,0.0,,0.44,,,0.41,,,0.04,0.01,0.4,,,4.93,0.49,0.02,0.08,,0.25,0.0,0.14,0.04,3.07,1.12,5.88,1.69,,,0.13,1.8,,0.63,,5.82,17.01,-0.09,0.32,,9.61,9.78,,0.22,0.28,-0.08,,0.17,n2,n4,n1,Cooperativa Médica
307319,caixa de assistência dos empregado,,,,,0.07376404546923386,,,0.05144558575887847,,,,,,,,12.85930575264819,39974,,377.19,357.78,19.4,346.06,,0.52,142.34,,142.34,,0.28,3.85,4.69,,0.0,171.07,15.03,,,7.77,0.56,,0.08,,,0.56,,,,0.73,0.01,,,31.05,5.22,1.65,3.34,,7.52,,,,27.82,3.09,377.19,346.28,0.01,,0.28,19.85,2.44,18.1,,31.5,223.55,,39.19,,116.92,118.92,,,0.85,,,2.0,n4,n5,n4,Autogestão
307751,fundaçao compesa de previdencia e ,,,,,0.17993793437873132,,,0.047508571155690335,,,,,,,,5.293444276399865,9306,,68.39,65.14,3.25,62.66,,2.34,53.53,,53.53,,,2.4,1.98,,0.35,47.53,5.71,,,2.41,0.21,,0.04,,,0.09,,,,0.01,,,,,0.65,0.01,0.06,,0.01,0.02,,,12.31,0.59,68.39,55.5,0.06,,0.37,9.57,,3.15,,2.27,64.21,,8.39,,39.85,40.53,,0.0,0.41,,,0.68,n4,n4,n3,Autogestão
308005,irmandade da santa casa de miseric,,,,0.5961097621485719,0.4373235229594552,,,0.6344632018675319,,,,,,,1.6775434047509596,0.6132038449009046,3718,,14.22,5.2,9.02,1.67,,0.05,8.55,,8.55,,2.38,0.05,2.42,1.48,0.0,49.48,26.96,,,12.34,1.07,,0.69,1.74,0.0,8.59,,,,,0.0,,,12.74,0.47,0.03,,,0.41,,,,8.48,3.2,19.39,7.71,,0.0,,2.53,,0.43,,35.34,44.32,,0.34,,8.1,8.25,,,0.31,,,0.15,n3,n4,n5,Filantropia
308811,unimed vale do piquiri-cooperativa,0.2530493603835868,0.3778901197748568,1.435874098213405,,0.3272647613580831,0.3013339039292333,0.17623366888395364,0.3019362631478382,0.6776435666305834,0.02673772747073285,0.09554419014385551,0.7999254842451718,0.8219660215621283,14.961495349944128,,2.1330244477142526,7907,2777.4353458960413,15.29,10.68,4.62,6.57,0.36,0.89,22.29,-0.33,22.29,0.12,0.3,0.91,1.25,0.12,0.02,19.12,2.1,0.59,,0.75,0.47,0.04,0.37,0.0,,0.51,0.31,,0.49,,3.55,-0.16,0.02,0.87,0.35,0.07,0.0,,2.47,0.01,0.03,0.05,5.01,0.05,15.29,10.24,,,0.0,2.72,0.0,0.56,,0.4,23.48,-0.12,0.88,,14.97,14.88,,0.02,0.54,-0.33,,-0.09,n3,n4,n1,Cooperativa Médica
309028,associação dos servidores municipa,,,,,0.26449282106826416,,,0.09383165404583159,,,,,,,,3.4260602699696387,38551,,11.59,10.5,1.09,8.49,,0.53,20.29,,19.37,,0.21,0.53,0.76,0.12,0.03,36.16,10.09,,,3.73,0.13,0.05,1.18,,,0.71,,,,,,,,19.05,0.17,,,,0.03,0.06,,,3.06,0.0,11.59,8.52,,,1.29,1.94,,0.38,,17.92,39.33,,1.09,,5.21,5.36,,0.0,0.22,,0.92,0.15,n3,n4,n3,Medicina de Grupo
309087,unimed barbacena - cooperativa de ,0.04208568973594744,0.11037305625490337,1.5357387386408665,,0.4325659970425913,0.22422150235715496,0.027404198824334796,0.35993945665317795,0.783468941641712,0.001952057480678962,0.13711048609457577,0.9225314852169667,,15.595236054508721,,1.4796829795287874,22930,2078.5156546009594,31.03,19.86,11.17,12.4,1.29,1.89,48.67,-1.01,48.62,0.13,3.07,2.06,0.87,1.7,0.0,54.9,6.53,0.09,,2.31,0.43,,0.34,,,4.25,0.35,,0.53,0.07,0.39,,,6.86,0.89,0.04,0.17,0.0,0.36,0.01,0.61,0.05,13.42,5.78,31.03,11.83,0.72,,2.03,8.26,0.18,6.47,,7.22,56.74,,1.82,,36.96,37.34,,1.01,1.13,-1.01,0.05,0.38,n3,n4,n3,Cooperativa Médica
309222,grupo hospitalar do rio de janeiro,0.09854545465888455,0.2929339821139242,2.2436284815629546,0.5899682809926402,0.5700044049971017,,0.043922358567241894,0.14307880238852283,0.7453424401472571,0.029335349341833617,0.12148610334782375,0.8961638928369144,,21.314641048761494,1.6950063795251304,1.5033589040699329,459391,1681.4067293656165,344.27,295.02,49.26,238.72,,45.73,803.67,-31.25,803.6,6.12,,45.73,11.14,,4.38,746.3,93.84,22.66,,33.05,3.24,,1.59,,6.87,1.55,16.57,,22.69,0.18,26.12,,,,40.25,,,,8.45,0.51,,,196.24,32.22,344.27,115.82,1.18,6.87,9.42,172.59,,21.4,,,802.92,,29.12,,604.05,575.72,,0.0,8.12,-31.25,0.07,-28.33,n4,n5,n5,Medicina de Grupo
309338,hospital regional de franca s/a   ,-0.014798705321901732,-0.03858950413767323,1.9795116603695102,0.4638478350823951,0.37681972656943397,0.11319116738567328,-0.007475937433548281,0.5281602625462403,0.9100578485448887,0.0004526731603392134,0.12467303508994766,1.0351835567951755,1.0753127251282948,3.3973994035209607,2.155879416408974,1.2521630482283603,38470,1975.9007208214193,38.4,18.12,20.28,12.27,,0.63,78.66,-2.64,78.91,-0.11,1.43,0.72,4.58,0.45,0.76,93.86,9.48,0.03,,1.86,1.93,0.02,0.55,0.79,3.34,14.07,-0.32,,-0.43,0.13,0.66,,0.0,12.13,0.23,0.01,0.09,,2.14,0.0,,,14.47,9.2,38.4,14.73,,3.34,0.86,5.98,,5.43,,13.89,92.86,-0.9,3.23,,69.18,69.18,,1.01,1.9,-2.64,-0.25,0.0,n3,n4,n2,Medicina de Grupo
309362,fundação de previdência dos empreg,,,2.0275270002444334,,0.6161637792679258,0.12832586969170923,,0.17392194741749709,0.927321662864946,,0.12060350429174571,,,77.54174293525928,,1.3406793459426969,4183,10463.985562993066,21.59,17.83,3.75,1.39,,5.62,44.18,-0.41,44.18,,,9.43,1.06,0.09,0.0,54.93,5.28,,,2.07,0.0,,6.95,,,,,,,,,,,8.93,,0.0,3.54,0.27,0.06,,,,13.3,7.01,21.59,1.28,,,0.13,8.34,3.74,3.75,,11.36,55.31,,0.17,,40.48,40.59,,,0.07,-0.41,,0.11,n3,n4,n3,Autogestão
309401,hospital nossa senhora das graças ,,,,0.34951102007899354,0.3433722002630885,,,0.29268901058406577,,,,,,,2.861140114477616,2.0598959055916564,1305,,10.34,7.31,3.03,,,0.87,2.98,,2.98,,5.57,0.87,2.46,,,15.69,0.02,,,,0.1,,0.37,0.1,0.06,2.81,,,,,0.0,,,14.41,,,,,0.49,,,,3.55,3.9,10.34,2.89,,0.06,,0.68,,0.21,,13.63,15.74,-0.9,0.03,,1.15,1.16,,,0.31,,,0.01,n3,n4,,Medicina de Grupo
309524,unimed de monte alto - cooperativa,,,1.256681203220998,0.4183051304329511,0.44010485755831513,0.20813855857563085,,0.40133289847928183,0.871204832348134,0.014496586765518252,0.16778540328034625,1.0534868223939986,,33.1934310599014,2.3905994147501546,1.4407914102234856,6867,2419.6591757681667,13.22,7.92,5.31,5.48,,1.53,16.79,-0.18,17.1,,0.14,1.53,0.85,,,19.85,2.79,0.24,,0.57,0.32,,0.45,0.03,0.04,0.76,,,,0.06,0.08,,,1.97,0.05,0.02,,,0.31,,,,5.49,4.67,12.48,2.32,0.01,0.04,,4.22,,4.41,,3.28,20.59,,0.67,,14.4,14.48,,0.0,0.4,-0.18,-0.3,0.08,n3,n4,n1,Cooperativa Médica
309699,lifeday planos de saúde ltda.     ,0.04980420078697937,0.061881571238370375,0.29955249081781116,,0.1951690981612034,2.453378364285906,0.166262015218129,0.48907161050072423,0.88249459672553,,1.9682889898058198,,,2.2924429639384902,,2.6178754439766143,5660,124.5236925795053,2.35,1.2,1.15,0.85,,0.0,0.76,-0.05,0.76,0.02,0.31,0.0,0.15,0.0,,3.76,1.39,,,0.32,0.03,0.03,0.02,,,1.14,0.05,,0.08,0.01,0.0,,,1.7,,,,,0.02,,,,0.46,,2.35,1.89,,,,0.2,0.06,,,3.34,3.96,-0.21,0.11,,0.62,0.62,,0.01,0.05,-0.05,,0.0,n2,n2,n1,Medicina de Grupo
309907,unimed palmas cooperativa de traba,,,2.1117729394836147,,0.6331403136141346,0.2565824720603848,,0.22722338406320444,0.9539454117206101,0.004965931660053078,0.15637886672935838,1.1152902101100215,1.1319439255216788,30.960812881153647,,1.2205455873210467,34542,2730.437016675352,44.66,34.51,10.15,9.21,0.38,8.11,97.1,-2.79,97.1,,7.04,8.11,2.73,2.33,0.26,124.17,14.75,0.47,,4.64,1.23,0.01,1.29,1.55,,6.51,,,,0.31,1.15,,,11.73,3.32,0.26,0.0,,8.56,,,,28.28,4.34,44.66,12.05,1.0,,1.68,19.45,,2.18,,31.59,127.84,-0.15,1.82,,89.78,89.97,,0.29,1.58,-2.79,,0.19,n3,n5,n3,Cooperativa Médica
