,dia,horario,transacao,item,valor
01/11/2016 11:11:58,terca,11:11:58,198,Cookies,1.5
01/11/2016 11:13:20,terca,11:13:20,199,Coffee,1.5
01/11/2016 11:16:30,terca,11:16:30,200,Bread,2.0
01/11/2016 11:22:36,terca,11:22:36,201,Coffee,1.5
01/11/2016 11:22:36,terca,11:22:36,201,Pastry,3.0
01/11/2016 11:23:19,terca,11:23:19,202,Coffee,1.5
01/11/2016 11:23:19,terca,11:23:19,202,Coffee,1.5
01/11/2016 11:25:53,terca,11:25:53,203,Coffee,1.5
01/11/2016 11:30:00,terca,11:30:00,204,Scandinavian,3.0
01/11/2016 11:30:00,terca,11:30:00,204,Bread,2.0
01/11/2016 11:49:31,terca,11:49:31,205,Coffee,1.5
01/11/2016 11:49:31,terca,11:49:31,205,Coffee,1.5
01/11/2016 11:49:31,terca,11:49:31,205,Pastry,3.0
01/11/2016 11:54:17,terca,11:54:17,206,Scandinavian,3.0
01/11/2016 11:54:17,terca,11:54:17,206,Coffee,1.5
01/11/2016 11:54:17,terca,11:54:17,206,Pastry,3.0
01/11/2016 12:03:37,terca,12:03:37,207,Hearty & Seasonal,6.0
01/11/2016 12:03:37,terca,12:03:37,207,Coffee,1.5
01/11/2016 12:03:37,terca,12:03:37,207,Muffin,1.75
01/11/2016 12:10:09,terca,12:10:09,208,Bread,2.0
01/11/2016 12:10:38,terca,12:10:38,209,Coffee,1.5
01/11/2016 12:12:26,terca,12:12:26,210,Scandinavian,3.0
01/11/2016 12:15:36,terca,12:15:36,211,Soup,4.0
01/11/2016 12:15:36,terca,12:15:36,211,Coffee,1.5
01/11/2016 12:20:30,terca,12:20:30,212,Coffee,1.5
01/11/2016 12:20:30,terca,12:20:30,212,Cookies,1.5
01/11/2016 12:20:30,terca,12:20:30,212,Tartine,3.0
01/11/2016 12:22:04,terca,12:22:04,213,Bread,2.0
01/11/2016 12:26:43,terca,12:26:43,214,Bread,2.0
01/11/2016 12:26:43,terca,12:26:43,214,Tea,1.5
01/11/2016 12:26:43,terca,12:26:43,214,Tea,1.5
01/11/2016 12:30:30,terca,12:30:30,215,Pastry,3.0
01/11/2016 12:30:30,terca,12:30:30,215,Coffee,1.5
01/11/2016 12:31:30,terca,12:31:30,216,Tartine,3.0
01/11/2016 12:31:30,terca,12:31:30,216,Coffee,1.5
01/11/2016 12:33:31,terca,12:33:31,217,Bread,2.0
01/11/2016 12:33:31,terca,12:33:31,217,Cookies,1.5
01/11/2016 12:37:29,terca,12:37:29,218,Sandwich,6.0
01/11/2016 12:41:16,terca,12:41:16,219,Tartine,3.0
01/11/2016 12:49:16,terca,12:49:16,220,Bread,2.0
01/11/2016 12:49:16,terca,12:49:16,220,Pastry,3.0
01/11/2016 12:53:18,terca,12:53:18,221,Bread,2.0
01/11/2016 12:53:18,terca,12:53:18,221,Scandinavian,3.0
01/11/2016 13:08:46,terca,13:08:46,222,Scandinavian,3.0
01/11/2016 13:11:34,terca,13:11:34,223,Alfajores,1.5
01/11/2016 13:11:34,terca,13:11:34,223,Coffee,1.5
01/11/2016 13:15:08,terca,13:15:08,224,Coffee,1.5
01/11/2016 13:19:00,terca,13:19:00,225,Coffee,1.5
01/11/2016 13:19:00,terca,13:19:00,225,Coke,1.25
01/11/2016 13:19:00,terca,13:19:00,225,Soup,4.0
01/11/2016 13:21:52,terca,13:21:52,226,Cake,4.0
01/11/2016 13:31:35,terca,13:31:35,227,Tea,1.5
01/11/2016 13:31:35,terca,13:31:35,227,Sandwich,6.0
01/11/2016 13:31:35,terca,13:31:35,227,Soup,4.0
01/11/2016 13:33:54,terca,13:33:54,228,Coffee,1.5
01/11/2016 13:37:48,terca,13:37:48,229,Hearty & Seasonal,6.0
01/11/2016 13:37:48,terca,13:37:48,229,Bread,2.0
01/11/2016 13:41:53,terca,13:41:53,230,Alfajores,1.5
01/11/2016 13:45:21,terca,13:45:21,231,Cake,4.0
01/11/2016 14:10:03,terca,14:10:03,232,Tea,1.5
01/11/2016 14:10:03,terca,14:10:03,232,Tea,1.5
01/11/2016 14:10:03,terca,14:10:03,232,Bread,2.0
01/11/2016 14:13:26,terca,14:13:26,233,Coffee,1.5
01/11/2016 14:13:26,terca,14:13:26,233,Tea,1.5
01/11/2016 14:13:26,terca,14:13:26,233,Bread,2.0
01/11/2016 14:13:26,terca,14:13:26,233,Soup,4.0
01/11/2016 14:14:01,terca,14:14:01,234,Coffee,1.5
01/11/2016 14:14:01,terca,14:14:01,234,Coffee,1.5
01/11/2016 14:18:52,terca,14:18:52,235,Scandinavian,3.0
01/11/2016 14:22:07,terca,14:22:07,236,Fudge,2.2
01/11/2016 14:25:14,terca,14:25:14,237,Coffee,1.5
01/11/2016 14:25:14,terca,14:25:14,237,Sandwich,6.0
01/11/2016 14:37:16,terca,14:37:16,238,Tea,1.5
01/11/2016 14:37:16,terca,14:37:16,238,Bread,2.0
01/11/2016 14:37:16,terca,14:37:16,238,Cookies,1.5
01/11/2016 14:37:16,terca,14:37:16,238,Pastry,3.0
01/11/2016 14:37:26,terca,14:37:26,239,Muffin,1.75
01/11/2016 14:42:31,terca,14:42:31,240,Scandinavian,3.0
01/11/2016 14:54:33,terca,14:54:33,241,Jam,2.0
01/11/2016 14:54:33,terca,14:54:33,241,Tea,1.5
01/11/2016 15:02:23,terca,15:02:23,242,Juice,3.75
01/11/2016 15:02:23,terca,15:02:23,242,Tea,1.5
01/11/2016 15:02:23,terca,15:02:23,242,Alfajores,1.5
01/11/2016 15:18:43,terca,15:18:43,243,Cake,4.0
01/11/2016 15:18:43,terca,15:18:43,243,Muffin,1.75
01/11/2016 15:18:43,terca,15:18:43,243,Coffee,1.5
01/11/2016 15:18:43,terca,15:18:43,243,Soup,4.0
01/11/2016 15:33:18,terca,15:33:18,244,Hot chocolate,2.5
01/11/2016 15:33:18,terca,15:33:18,244,Cake,4.0
01/11/2016 15:33:18,terca,15:33:18,244,Coffee,1.5
01/11/2016 15:37:30,terca,15:37:30,245,Cake,4.0
01/11/2016 15:37:30,terca,15:37:30,245,Cookies,1.5
01/11/2016 15:48:44,terca,15:48:44,246,Tea,1.5
01/11/2016 15:48:44,terca,15:48:44,246,Bread,2.0
01/11/2016 16:07:11,terca,16:07:11,247,Alfajores,1.5
01/11/2016 16:07:11,terca,16:07:11,247,Coffee,1.5
01/11/2016 16:07:11,terca,16:07:11,247,Coffee,1.5
01/11/2016 16:07:11,terca,16:07:11,247,Coffee,1.5
01/11/2016 16:07:11,terca,16:07:11,247,Juice,3.75
01/11/2016 16:08:22,terca,16:08:22,248,Coffee,1.5
01/11/2016 16:08:22,terca,16:08:22,248,Tea,1.5
01/11/2016 16:08:22,terca,16:08:22,248,Soup,4.0
01/11/2016 16:10:03,terca,16:10:03,249,Hot chocolate,2.5
01/11/2016 16:10:42,terca,16:10:42,250,Cookies,1.5
01/11/2016 16:26:55,terca,16:26:55,251,Coffee,1.5
01/11/2016 16:26:55,terca,16:26:55,251,Medialuna,3.0
01/11/2016 16:28:57,terca,16:28:57,252,Bread,2.0
01/11/2016 16:28:57,terca,16:28:57,252,Eggs,4.0
01/11/2016 17:46:13,terca,17:46:13,253,Scandinavian,3.0
01/11/2016 18:43:55,terca,18:43:55,254,Medialuna,3.0
02/11/2016 08:02:20,quarta,08:02:20,255,Coffee,1.5
02/11/2016 08:02:20,quarta,08:02:20,255,Coffee,1.5
02/11/2016 08:02:20,quarta,08:02:20,255,Pastry,3.0
02/11/2016 08:05:03,quarta,08:05:03,256,Coffee,1.5
02/11/2016 08:05:03,quarta,08:05:03,256,Bread,2.0
02/11/2016 08:07:05,quarta,08:07:05,257,Bread,2.0
02/11/2016 08:07:05,quarta,08:07:05,257,Coffee,1.5
02/11/2016 08:07:05,quarta,08:07:05,257,Pastry,3.0
02/11/2016 08:08:45,quarta,08:08:45,258,Coffee,1.5
02/11/2016 08:08:45,quarta,08:08:45,258,Pastry,3.0
02/11/2016 08:11:35,quarta,08:11:35,259,Pastry,3.0
02/11/2016 08:12:03,quarta,08:12:03,260,Coffee,1.5
02/11/2016 08:12:51,quarta,08:12:51,261,Coffee,1.5
02/11/2016 08:29:04,quarta,08:29:04,262,Coffee,1.5
02/11/2016 08:29:04,quarta,08:29:04,262,Hot chocolate,2.5
02/11/2016 08:29:04,quarta,08:29:04,262,Pastry,3.0
02/11/2016 08:53:32,quarta,08:53:32,263,Coke,1.25
02/11/2016 09:02:24,quarta,09:02:24,264,Coffee,1.5
02/11/2016 09:02:24,quarta,09:02:24,264,Jam,2.0
02/11/2016 09:03:13,quarta,09:03:13,265,Tea,1.5
02/11/2016 09:05:25,quarta,09:05:25,266,Bread,2.0
02/11/2016 09:05:25,quarta,09:05:25,266,Pastry,3.0
02/11/2016 09:18:53,quarta,09:18:53,267,Coffee,1.5
02/11/2016 09:18:53,quarta,09:18:53,267,Alfajores,1.5
02/11/2016 09:18:53,quarta,09:18:53,267,Farm House,2.0
02/11/2016 09:22:47,quarta,09:22:47,268,Tea,1.5
02/11/2016 09:22:47,quarta,09:22:47,268,Pastry,3.0
02/11/2016 09:25:31,quarta,09:25:31,269,Bread,2.0
02/11/2016 09:27:58,quarta,09:27:58,270,Coffee,1.5
02/11/2016 09:27:58,quarta,09:27:58,270,Jam,2.0
02/11/2016 09:33:47,quarta,09:33:47,271,Coffee,1.5
02/11/2016 09:33:47,quarta,09:33:47,271,Tea,1.5
02/11/2016 09:33:47,quarta,09:33:47,271,Coffee,1.5
02/11/2016 09:33:47,quarta,09:33:47,271,Pastry,3.0
02/11/2016 09:35:10,quarta,09:35:10,272,Farm House,2.0
02/11/2016 09:52:58,quarta,09:52:58,274,Coffee,1.5
02/11/2016 09:52:58,quarta,09:52:58,274,Bread,2.0
02/11/2016 09:52:58,quarta,09:52:58,274,Pastry,3.0
02/11/2016 09:53:28,quarta,09:53:28,275,Farm House,2.0
02/11/2016 09:54:47,quarta,09:54:47,276,Coffee,1.5
02/11/2016 09:54:47,quarta,09:54:47,276,Coffee,1.5
02/11/2016 09:54:47,quarta,09:54:47,276,Pastry,3.0
02/11/2016 10:12:15,quarta,10:12:15,277,Farm House,2.0
02/11/2016 10:13:27,quarta,10:13:27,278,Coffee,1.5
02/11/2016 10:13:27,quarta,10:13:27,278,Pastry,3.0
02/11/2016 10:15:48,quarta,10:15:48,279,Coffee,1.5
02/11/2016 10:17:22,quarta,10:17:22,280,Coffee,1.5
02/11/2016 10:17:22,quarta,10:17:22,280,Pastry,3.0
02/11/2016 10:29:56,quarta,10:29:56,281,Bread,2.0
02/11/2016 10:29:56,quarta,10:29:56,281,Bread,2.0
02/11/2016 10:37:45,quarta,10:37:45,282,Bread,2.0
02/11/2016 10:37:45,quarta,10:37:45,282,Coffee,1.5
02/11/2016 10:37:45,quarta,10:37:45,282,Pastry,3.0
02/11/2016 10:44:50,quarta,10:44:50,283,Pastry,3.0
02/11/2016 10:44:50,quarta,10:44:50,283,Coffee,1.5
02/11/2016 10:48:08,quarta,10:48:08,284,Coffee,1.5
02/11/2016 10:48:08,quarta,10:48:08,284,Farm House,2.0
02/11/2016 10:52:20,quarta,10:52:20,285,Farm House,2.0
02/11/2016 10:52:20,quarta,10:52:20,285,Farm House,2.0
02/11/2016 10:52:20,quarta,10:52:20,285,Pastry,3.0
02/11/2016 10:53:48,quarta,10:53:48,286,Bread,2.0
02/11/2016 10:53:48,quarta,10:53:48,286,Juice,3.75
02/11/2016 10:53:48,quarta,10:53:48,286,Alfajores,1.5
02/11/2016 10:56:40,quarta,10:56:40,287,Coffee,1.5
02/11/2016 10:56:40,quarta,10:56:40,287,Pastry,3.0
02/11/2016 10:59:16,quarta,10:59:16,288,Bread,2.0
02/11/2016 10:59:16,quarta,10:59:16,288,Alfajores,1.5
02/11/2016 11:00:57,quarta,11:00:57,289,Bread,2.0
02/11/2016 11:03:49,quarta,11:03:49,290,Coffee,1.5
02/11/2016 11:03:49,quarta,11:03:49,290,Cookies,1.5
02/11/2016 11:04:47,quarta,11:04:47,291,Coffee,1.5
02/11/2016 11:15:13,quarta,11:15:13,292,Cookies,1.5
02/11/2016 11:29:15,quarta,11:29:15,293,Hearty & Seasonal,6.0
02/11/2016 11:35:36,quarta,11:35:36,294,Coffee,1.5
02/11/2016 11:39:45,quarta,11:39:45,295,Jam,2.0
02/11/2016 11:39:45,quarta,11:39:45,295,Tartine,3.0
02/11/2016 11:39:45,quarta,11:39:45,295,Bread,2.0
02/11/2016 11:58:42,quarta,11:58:42,296,Farm House,2.0
02/11/2016 11:58:42,quarta,11:58:42,296,Scandinavian,3.0
02/11/2016 12:06:51,quarta,12:06:51,297,Hearty & Seasonal,6.0
02/11/2016 12:06:51,quarta,12:06:51,297,Coffee,1.5
02/11/2016 12:06:51,quarta,12:06:51,297,Muffin,1.75
02/11/2016 12:06:51,quarta,12:06:51,297,Scandinavian,3.0
02/11/2016 12:11:56,quarta,12:11:56,298,Tartine,3.0
02/11/2016 12:11:56,quarta,12:11:56,298,Pick and Mix Bowls,4.0
02/11/2016 12:11:56,quarta,12:11:56,298,Coffee,1.5
02/11/2016 12:11:56,quarta,12:11:56,298,Coke,1.25
02/11/2016 12:14:15,quarta,12:14:15,299,Bread,2.0
02/11/2016 12:18:15,quarta,12:18:15,300,Scandinavian,3.0
02/11/2016 12:18:15,quarta,12:18:15,300,Farm House,2.0
02/11/2016 12:18:15,quarta,12:18:15,300,Alfajores,1.5
02/11/2016 12:18:15,quarta,12:18:15,300,Coffee,1.5
02/11/2016 12:18:15,quarta,12:18:15,300,Coffee,1.5
02/11/2016 12:24:06,quarta,12:24:06,301,Juice,3.75
02/11/2016 12:24:06,quarta,12:24:06,301,Mineral water,1.25
02/11/2016 12:24:06,quarta,12:24:06,301,Soup,4.0
02/11/2016 12:27:31,quarta,12:27:31,302,Soup,4.0
02/11/2016 12:27:31,quarta,12:27:31,302,Tea,1.5
02/11/2016 12:30:42,quarta,12:30:42,303,Juice,3.75
02/11/2016 12:30:42,quarta,12:30:42,303,Tea,1.5
02/11/2016 12:30:42,quarta,12:30:42,303,Cookies,1.5
02/11/2016 12:30:42,quarta,12:30:42,303,Soup,4.0
02/11/2016 12:33:51,quarta,12:33:51,304,Hearty & Seasonal,6.0
02/11/2016 12:33:51,quarta,12:33:51,304,Tea,1.5
02/11/2016 12:35:41,quarta,12:35:41,305,Fudge,2.2
02/11/2016 12:39:02,quarta,12:39:02,306,Coffee,1.5
02/11/2016 12:39:02,quarta,12:39:02,306,Mineral water,1.25
02/11/2016 12:39:02,quarta,12:39:02,306,Juice,3.75
02/11/2016 12:39:02,quarta,12:39:02,306,Soup,4.0
02/11/2016 12:52:44,quarta,12:52:44,307,Hearty & Seasonal,6.0
02/11/2016 12:54:49,quarta,12:54:49,308,Hearty & Seasonal,6.0
02/11/2016 12:54:49,quarta,12:54:49,308,Smoothies,5.0
02/11/2016 12:56:40,quarta,12:56:40,309,Hearty & Seasonal,6.0
02/11/2016 12:56:40,quarta,12:56:40,309,Tea,1.5
02/11/2016 13:02:57,quarta,13:02:57,310,Coffee,1.5
02/11/2016 13:02:57,quarta,13:02:57,310,Sandwich,6.0
02/11/2016 13:02:57,quarta,13:02:57,310,Sandwich,6.0
02/11/2016 13:09:40,quarta,13:09:40,311,Cookies,1.5
02/11/2016 13:09:40,quarta,13:09:40,311,Farm House,2.0
02/11/2016 13:11:57,quarta,13:11:57,312,Soup,4.0
02/11/2016 13:11:57,quarta,13:11:57,312,Tea,1.5
02/11/2016 13:11:57,quarta,13:11:57,312,Juice,3.75
02/11/2016 13:12:44,quarta,13:12:44,313,Soup,4.0
02/11/2016 13:16:48,quarta,13:16:48,314,Coffee,1.5
02/11/2016 13:23:56,quarta,13:23:56,316,Bread,2.0
02/11/2016 13:42:15,quarta,13:42:15,317,Cookies,1.5
02/11/2016 13:42:15,quarta,13:42:15,317,Tea,1.5
02/11/2016 13:46:42,quarta,13:46:42,318,Soup,4.0
02/11/2016 13:46:42,quarta,13:46:42,318,Hearty & Seasonal,6.0
02/11/2016 13:46:42,quarta,13:46:42,318,Bread,2.0
02/11/2016 13:50:59,quarta,13:50:59,319,Coffee,1.5
02/11/2016 13:58:39,quarta,13:58:39,320,Coffee,1.5
02/11/2016 14:00:37,quarta,14:00:37,321,Coffee,1.5
02/11/2016 14:00:37,quarta,14:00:37,321,Tea,1.5
02/11/2016 14:01:20,quarta,14:01:20,322,Bread,2.0
02/11/2016 14:05:20,quarta,14:05:20,323,Tea,1.5
02/11/2016 14:11:14,quarta,14:11:14,324,Coffee,1.5
02/11/2016 14:11:14,quarta,14:11:14,324,Tea,1.5
02/11/2016 14:11:50,quarta,14:11:50,325,Coffee,1.5
02/11/2016 14:34:44,quarta,14:34:44,326,Fudge,2.2
02/11/2016 15:03:25,quarta,15:03:25,327,Tea,1.5
02/11/2016 15:25:57,quarta,15:25:57,328,Soup,4.0
02/11/2016 15:25:57,quarta,15:25:57,328,Tea,1.5
02/11/2016 15:33:54,quarta,15:33:54,329,Juice,3.75
02/11/2016 15:46:22,quarta,15:46:22,330,Alfajores,1.5
02/11/2016 15:57:42,quarta,15:57:42,331,Bread,2.0
02/11/2016 16:25:49,quarta,16:25:49,332,Coffee,1.5
02/11/2016 16:25:49,quarta,16:25:49,332,Alfajores,1.5
02/11/2016 16:54:35,quarta,16:54:35,333,Juice,3.75
02/11/2016 16:54:35,quarta,16:54:35,333,Alfajores,1.5
02/11/2016 16:54:35,quarta,16:54:35,333,Cookies,1.5
02/11/2016 16:54:35,quarta,16:54:35,333,Pick and Mix Bowls,4.0
02/11/2016 16:54:35,quarta,16:54:35,333,Mineral water,1.25
02/11/2016 17:01:56,quarta,17:01:56,334,Coffee,1.5
02/11/2016 17:01:56,quarta,17:01:56,334,Alfajores,1.5
02/11/2016 17:41:01,quarta,17:41:01,335,Fudge,2.2
02/11/2016 18:08:40,quarta,18:08:40,336,Mighty Protein,6.2
02/11/2016 18:08:40,quarta,18:08:40,336,Juice,3.75
02/11/2016 18:13:04,quarta,18:13:04,337,Coffee,1.5
02/11/2016 18:13:04,quarta,18:13:04,337,Mineral water,1.25
02/11/2016 18:13:04,quarta,18:13:04,337,Alfajores,1.5
02/11/2016 18:19:43,quarta,18:19:43,338,Mighty Protein,6.2
02/11/2016 18:19:43,quarta,18:19:43,338,Coffee,1.5
02/11/2016 18:40:02,quarta,18:40:02,339,Alfajores,1.5
03/11/2016 07:46:50,quinta,07:46:50,340,Coffee,1.5
03/11/2016 07:46:50,quinta,07:46:50,340,Bread,2.0
03/11/2016 07:50:50,quinta,07:50:50,341,Medialuna,3.0
03/11/2016 07:50:50,quinta,07:50:50,341,Medialuna,3.0
03/11/2016 08:01:08,quinta,08:01:08,342,Medialuna,3.0
03/11/2016 08:01:08,quinta,08:01:08,342,Bread,2.0
03/11/2016 08:07:16,quinta,08:07:16,343,Farm House,2.0
03/11/2016 08:08:26,quinta,08:08:26,344,Coffee,1.5
03/11/2016 08:08:26,quinta,08:08:26,344,Pastry,3.0
03/11/2016 08:09:59,quinta,08:09:59,345,Farm House,2.0
03/11/2016 08:15:21,quinta,08:15:21,346,Coffee,1.5
03/11/2016 08:15:21,quinta,08:15:21,346,Coffee,1.5
03/11/2016 08:15:21,quinta,08:15:21,346,Pastry,3.0
03/11/2016 08:15:21,quinta,08:15:21,346,Pastry,3.0
03/11/2016 08:15:21,quinta,08:15:21,346,Coffee,1.5
03/11/2016 08:40:43,quinta,08:40:43,347,Medialuna,3.0
03/11/2016 08:49:23,quinta,08:49:23,348,Bread,2.0
03/11/2016 08:49:23,quinta,08:49:23,348,Tea,1.5
03/11/2016 08:49:23,quinta,08:49:23,348,Sandwich,6.0
03/11/2016 08:54:40,quinta,08:54:40,349,Bread,2.0
03/11/2016 09:00:24,quinta,09:00:24,350,Jam,2.0
03/11/2016 09:00:24,quinta,09:00:24,350,Coffee,1.5
03/11/2016 09:00:24,quinta,09:00:24,350,Farm House,2.0
03/11/2016 09:02:32,quinta,09:02:32,351,Focaccia,3.1
03/11/2016 09:06:17,quinta,09:06:17,352,Bread,2.0
03/11/2016 09:08:32,quinta,09:08:32,353,Tartine,3.0
03/11/2016 09:08:32,quinta,09:08:32,353,Pastry,3.0
03/11/2016 09:08:32,quinta,09:08:32,353,Bread,2.0
03/11/2016 09:08:32,quinta,09:08:32,353,My-5 Fruit Shoot,4.3
03/11/2016 09:13:37,quinta,09:13:37,354,Farm House,2.0
03/11/2016 09:13:37,quinta,09:13:37,354,Pastry,3.0
03/11/2016 09:19:54,quinta,09:19:54,355,Bread,2.0
03/11/2016 09:19:54,quinta,09:19:54,355,Pastry,3.0
03/11/2016 09:24:38,quinta,09:24:38,356,Pastry,3.0
03/11/2016 09:24:38,quinta,09:24:38,356,Bread,2.0
03/11/2016 09:31:19,quinta,09:31:19,357,Jam,2.0
03/11/2016 09:31:19,quinta,09:31:19,357,Coffee,1.5
03/11/2016 09:34:00,quinta,09:34:00,358,Farm House,2.0
03/11/2016 09:34:56,quinta,09:34:56,359,Bread,2.0
03/11/2016 09:34:56,quinta,09:34:56,359,Pastry,3.0
03/11/2016 09:44:36,quinta,09:44:36,360,Coffee,1.5
03/11/2016 09:44:36,quinta,09:44:36,360,Tea,1.5
03/11/2016 09:44:36,quinta,09:44:36,360,Bread,2.0
03/11/2016 09:45:20,quinta,09:45:20,361,Jam,2.0
03/11/2016 09:57:55,quinta,09:57:55,363,Pastry,3.0
03/11/2016 09:57:55,quinta,09:57:55,363,Medialuna,3.0
03/11/2016 09:57:55,quinta,09:57:55,363,Medialuna,3.0
03/11/2016 09:59:18,quinta,09:59:18,364,Coffee,1.5
03/11/2016 10:01:12,quinta,10:01:12,365,Tea,1.5
03/11/2016 10:04:37,quinta,10:04:37,366,Bread,2.0
03/11/2016 10:10:26,quinta,10:10:26,367,Bread,2.0
03/11/2016 10:10:26,quinta,10:10:26,367,Pastry,3.0
03/11/2016 10:13:05,quinta,10:13:05,368,Pastry,3.0
03/11/2016 10:26:03,quinta,10:26:03,369,Farm House,2.0
03/11/2016 10:27:05,quinta,10:27:05,370,Tea,1.5
03/11/2016 10:39:12,quinta,10:39:12,371,Coffee,1.5
03/11/2016 10:39:12,quinta,10:39:12,371,Brownie,3.3
03/11/2016 10:39:12,quinta,10:39:12,371,Alfajores,1.5
03/11/2016 10:39:12,quinta,10:39:12,371,Fudge,2.2
03/11/2016 10:48:46,quinta,10:48:46,372,Bread,2.0
03/11/2016 10:48:46,quinta,10:48:46,372,Fudge,2.2
03/11/2016 10:48:46,quinta,10:48:46,372,Cookies,1.5
03/11/2016 11:03:49,quinta,11:03:49,373,Coffee,1.5
03/11/2016 11:05:44,quinta,11:05:44,374,Bread,2.0
03/11/2016 11:15:14,quinta,11:15:14,375,Coffee,1.5
03/11/2016 11:15:14,quinta,11:15:14,375,Coffee,1.5
03/11/2016 11:15:14,quinta,11:15:14,375,Jam,2.0
03/11/2016 11:15:14,quinta,11:15:14,375,Pastry,3.0
03/11/2016 11:20:31,quinta,11:20:31,376,Soup,4.0
03/11/2016 11:20:31,quinta,11:20:31,376,Coffee,1.5
03/11/2016 11:23:16,quinta,11:23:16,377,Smoothies,5.0
03/11/2016 11:23:16,quinta,11:23:16,377,Soup,4.0
03/11/2016 11:23:16,quinta,11:23:16,377,Hearty & Seasonal,6.0
03/11/2016 11:23:16,quinta,11:23:16,377,Pastry,3.0
03/11/2016 11:31:01,quinta,11:31:01,378,Pastry,3.0
03/11/2016 11:31:01,quinta,11:31:01,378,Bread,2.0
03/11/2016 11:47:18,quinta,11:47:18,379,Pastry,3.0
03/11/2016 11:47:18,quinta,11:47:18,379,Medialuna,3.0
03/11/2016 11:51:52,quinta,11:51:52,380,Tea,1.5
03/11/2016 11:51:52,quinta,11:51:52,380,Coffee,1.5
03/11/2016 11:53:09,quinta,11:53:09,381,Bread,2.0
03/11/2016 11:53:09,quinta,11:53:09,381,Cookies,1.5
03/11/2016 12:01:18,quinta,12:01:18,382,Coffee,1.5
03/11/2016 12:01:18,quinta,12:01:18,382,Coffee,1.5
03/11/2016 12:01:18,quinta,12:01:18,382,Bread,2.0
03/11/2016 12:01:18,quinta,12:01:18,382,Hearty & Seasonal,6.0
03/11/2016 12:01:18,quinta,12:01:18,382,Pick and Mix Bowls,4.0
03/11/2016 12:01:18,quinta,12:01:18,382,Sandwich,6.0
03/11/2016 12:01:18,quinta,12:01:18,382,Focaccia,3.1
03/11/2016 12:02:49,quinta,12:02:49,383,Coffee,1.5
03/11/2016 12:05:25,quinta,12:05:25,384,Coffee,1.5
03/11/2016 12:05:25,quinta,12:05:25,384,Sandwich,6.0
03/11/2016 12:05:25,quinta,12:05:25,384,Brownie,3.3
03/11/2016 12:07:24,quinta,12:07:24,385,Brownie,3.3
03/11/2016 12:07:24,quinta,12:07:24,385,Cookies,1.5
03/11/2016 12:12:03,quinta,12:12:03,386,Coffee,1.5
03/11/2016 12:16:15,quinta,12:16:15,387,Coffee,1.5
03/11/2016 12:23:47,quinta,12:23:47,388,Sandwich,6.0
03/11/2016 12:23:47,quinta,12:23:47,388,Bread,2.0
03/11/2016 12:23:47,quinta,12:23:47,388,Coffee,1.5
03/11/2016 12:37:58,quinta,12:37:58,389,Coffee,1.5
03/11/2016 12:37:58,quinta,12:37:58,389,Hot chocolate,2.5
03/11/2016 12:47:09,quinta,12:47:09,390,Tea,1.5
03/11/2016 13:02:37,quinta,13:02:37,391,Sandwich,6.0
03/11/2016 13:02:37,quinta,13:02:37,391,Coffee,1.5
03/11/2016 13:02:37,quinta,13:02:37,391,Brownie,3.3
03/11/2016 13:19:57,quinta,13:19:57,392,Brownie,3.3
03/11/2016 13:19:57,quinta,13:19:57,392,Pastry,3.0
03/11/2016 13:19:57,quinta,13:19:57,392,Focaccia,3.1
03/11/2016 13:19:57,quinta,13:19:57,392,Farm House,2.0
03/11/2016 13:30:57,quinta,13:30:57,393,Cake,4.0
03/11/2016 13:30:57,quinta,13:30:57,393,Focaccia,3.1
03/11/2016 13:35:48,quinta,13:35:48,394,Soup,4.0
03/11/2016 13:35:48,quinta,13:35:48,394,Hearty & Seasonal,6.0
03/11/2016 13:35:48,quinta,13:35:48,394,Mineral water,1.25
03/11/2016 13:36:09,quinta,13:36:09,395,Hearty & Seasonal,6.0
03/11/2016 13:37:53,quinta,13:37:53,396,Hearty & Seasonal,6.0
03/11/2016 13:41:42,quinta,13:41:42,397,Coffee,1.5
03/11/2016 13:41:42,quinta,13:41:42,397,Coffee,1.5
03/11/2016 13:41:42,quinta,13:41:42,397,Pastry,3.0
03/11/2016 14:00:26,quinta,14:00:26,398,Coffee,1.5
03/11/2016 14:03:07,quinta,14:03:07,399,Tea,1.5
03/11/2016 14:03:07,quinta,14:03:07,399,Cake,4.0
03/11/2016 14:09:44,quinta,14:09:44,400,Coffee,1.5
03/11/2016 14:09:44,quinta,14:09:44,400,Soup,4.0
03/11/2016 14:14:56,quinta,14:14:56,401,Bread,2.0
03/11/2016 14:14:56,quinta,14:14:56,401,Focaccia,3.1
03/11/2016 14:14:56,quinta,14:14:56,401,Fudge,2.2
03/11/2016 14:16:50,quinta,14:16:50,402,Hot chocolate,2.5
03/11/2016 14:16:50,quinta,14:16:50,402,Coffee,1.5
03/11/2016 14:16:50,quinta,14:16:50,402,Alfajores,1.5
03/11/2016 14:26:27,quinta,14:26:27,403,Brownie,3.3
03/11/2016 14:26:27,quinta,14:26:27,403,Pastry,3.0
03/11/2016 14:26:27,quinta,14:26:27,403,Cake,4.0
03/11/2016 14:40:15,quinta,14:40:15,404,Medialuna,3.0
03/11/2016 14:40:15,quinta,14:40:15,404,Alfajores,1.5
03/11/2016 14:40:15,quinta,14:40:15,404,Dulce de Leche,3.0
03/11/2016 14:41:13,quinta,14:41:13,405,Dulce de Leche,3.0
